Fecha,Ubicacion,Local,Resultado,Visitante,year
"9 de agosto de 2017, 21:45 (UTC-3)",São Paulo,Palmeiras,1:0,Barcelona,2017
"6 de julio de 2017, 21:45 (UTC-3)",Montevideo,Nacional,0:1,Botafogo,2017
"10 de agosto de 2017, 19:15 (UTC-3)",Río de Janeiro,Botafogo,2:0,Nacional,2017
"4 de julio de 2017, 19:15 (UTC-3)",Mendoza,Godoy Cruz,0:1,Grêmio,2017
"9 de agosto de 2017, 19:15 (UTC-3)",Porto Alegre,Grêmio,2:1,Godoy Cruz,2017
"14 de septiembre de 2017, 21:45 (UTC-4)",Cochabamba,Jorge Wilstermann,3:0,River Plate,2017
"21 de septiembre de 2017, 19:15 (UTC-3)",Buenos Aires,River Plate,8:0,Jorge Wilstermann,2017
"13 de septiembre de 2017, 19:15 (UTC-3)",Buenos Aires,San Lorenzo,2:0,Lanús,2017
"21 de septiembre de 2017, 21:45 (UTC-3)",Lanús,Lanús,2:0,San Lorenzo,2017
"13 de septiembre de 2017, 19:45 (UTC-5)",Guayaquil,Barcelona,1:1,Santos,2017
"20 de septiembre de 2017, 21:45 (UTC-3)",Santos,Santos,0:1,Barcelona,2017
"13 de septiembre de 2017, 21:45 (UTC-3)",Río de Janeiro,Botafogo,0:0,Grêmio,2017
"20 de septiembre de 2017, 21:45 (UTC-3)",Porto Alegre,Grêmio,1:0,Botafogo,2017
"24 de octubre de 2017, 19:15 (UTC-3)",Buenos Aires,River Plate,1:0,Lanús,2017
"31 de octubre de 2017, 21:15 (UTC-3)",Lanús,Lanús,4:2,River Plate,2017
"25 de octubre de 2017, 18:45 (UTC-5)",Guayaquil,Barcelona,0:3,Grêmio,2017
"1 de noviembre de 2017, 21:45 (UTC-2)",Porto Alegre,Grêmio,0:1,Barcelona,2017
"22 de noviembre de 2017, 21:45 (UTC-2)",Porto Alegre,Grêmio,1:0,Lanús,2017
"29 de noviembre de 2017, 20:45 (UTC-3)",Lanús,Lanús,1:2,Grêmio,2017
27 de febrero,Maturín,Monagas,0:2 Archivado el 29 de agosto de 2021 en Wayback Machine.,Cerro Porteño,2018
27 de febrero,Montevideo,Defensor Sporting,1:1 Archivado el 31 de agosto de 2021 en Wayback Machine.,Grêmio,2018
13 de marzo,Asunción,Cerro Porteño,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Defensor Sporting,2018
4 de abril,Porto Alegre,Grêmio,4:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Monagas,2018
17 de abril,Montevideo,Defensor Sporting,3:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Monagas,2018
17 de abril,Asunción,Cerro Porteño,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Grêmio,2018
25 de abril,Maturín,Monagas,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Defensor Sporting,2018
1 de mayo,Porto Alegre,Grêmio,5:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Cerro Porteño,2018
15 de mayo,Montevideo,Defensor Sporting,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Cerro Porteño,2018
15 de mayo,Maturín,Monagas,1:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Grêmio,2018
23 de mayo,Asunción,Cerro Porteño,3:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Monagas,2018
23 de mayo,Porto Alegre,Grêmio,1:0 Archivado el 24 de febrero de 2021 en Wayback Machine.,Defensor Sporting,2018
27 de febrero,Santiago,Colo-Colo,0:1 Archivado el 29 de agosto de 2021 en Wayback Machine.,Atlético Nacional,2018
28 de febrero,Manta,Delfín,1:1 Archivado el 28 de agosto de 2021 en Wayback Machine.,Bolívar,2018
14 de marzo,La Paz,Bolívar,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Colo-Colo,2018
14 de marzo,Medellín,Atlético Nacional,4:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Delfín,2018
5 de abril,Santiago,Colo-Colo,0:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Delfín,2018
5 de abril,La Paz,Bolívar,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Atlético Nacional,2018
24 de abril,Medellín,Atlético Nacional,4:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Bolívar,2018
2 de mayo,Manta,Delfín,1:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Colo-Colo,2018
15 de mayo,Manta,Delfín,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Atlético Nacional,2018
15 de mayo,Santiago,Colo-Colo,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Bolívar,2018
24 de mayo,Medellín,Atlético Nacional,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Colo-Colo,2018
24 de mayo,La Paz,Bolívar,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Delfín,2018
13 de marzo,Tucumán,Atlético Tucumán,0:2 Archivado el 24 de febrero de 2021 en Wayback Machine.,Libertad,2018
15 de marzo,La Paz,The Strongest,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Peñarol,2018
3 de abril,Asunción,Libertad,3:0 Archivado el 14 de abril de 2021 en Wayback Machine.,The Strongest,2018
4 de abril,Montevideo,Peñarol,3:1 Archivado el 24 de febrero de 2021 en Wayback Machine.,Atlético Tucumán,2018
18 de abril,La Paz,The Strongest,1:2 Archivado el 25 de febrero de 2021 en Wayback Machine.,Atlético Tucumán,2018
18 de abril,Asunción,Libertad,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Peñarol,2018
25 de abril,Tucumán,Atlético Tucumán,3:0 Archivado el 27 de febrero de 2021 en Wayback Machine.,The Strongest,2018
26 de abril,Montevideo,Peñarol,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Libertad,2018
2 de mayo,Tucumán,Atlético Tucumán,1:0 Archivado el 25 de febrero de 2021 en Wayback Machine.,Peñarol,2018
3 de mayo,La Paz,The Strongest,1:3 Archivado el 14 de abril de 2021 en Wayback Machine.,Libertad,2018
17 de mayo,Asunción,Libertad,0:0 Archivado el 24 de febrero de 2021 en Wayback Machine.,Atlético Tucumán,2018
17 de mayo,Montevideo,Peñarol,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,The Strongest,2018
28 de febrero,Río de Janeiro,Flamengo,2:2 Archivado el 30 de agosto de 2021 en Wayback Machine.,River Plate,2018
1 de marzo,Bogotá,Santa Fe,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Emelec,2018
14 de marzo,Guayaquil,Emelec,1:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Flamengo,2018
5 de abril,Buenos Aires,River Plate,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Santa Fe,2018
18 de abril,Río de Janeiro,Flamengo,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Santa Fe,2018
19 de abril,Guayaquil,Emelec,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,River Plate,2018
25 de abril,Bogotá,Santa Fe,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Flamengo,2018
26 de abril,Buenos Aires,River Plate,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Emelec,2018
3 de mayo,Bogotá,Santa Fe,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,River Plate,2018
16 de mayo,Río de Janeiro,Flamengo,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Emelec,2018
23 de mayo,Guayaquil,Emelec,0:3 Archivado el 14 de abril de 2021 en Wayback Machine.,Santa Fe,2018
23 de mayo,Buenos Aires,River Plate,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Flamengo,2018
27 de febrero,Avellaneda,Racing Club,4:2 Archivado el 27 de agosto de 2021 en Wayback Machine.,Cruzeiro,2018
13 de marzo,Río de Janeiro,Vasco da Gama,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Universidad de Chile,2018
3 de abril,Santiago,Universidad de Chile,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Racing Club,2018
4 de abril,Belo Horizonte,Cruzeiro,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Vasco da Gama,2018
19 de abril,Avellaneda,Racing Club,4:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Vasco da Gama,2018
19 de abril,Santiago,Universidad de Chile,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Cruzeiro,2018
26 de abril,Belo Horizonte,Cruzeiro,7:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Universidad de Chile,2018
26 de abril,Río de Janeiro,Vasco da Gama,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Racing Club,2018
2 de mayo,Río de Janeiro,Vasco da Gama,0:4 Archivado el 14 de abril de 2021 en Wayback Machine.,Cruzeiro,2018
3 de mayo,Avellaneda,Racing Club,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Universidad de Chile,2018
22 de mayo,Santiago,Universidad de Chile,0:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Vasco da Gama,2018
22 de mayo,Belo Horizonte,Cruzeiro,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Racing Club,2018
28 de febrero,Montevideo,Nacional,0:0 Archivado el 30 de agosto de 2021 en Wayback Machine.,Estudiantes (LP),2018
1 de marzo,Cuzco,Real Garcilaso,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Santos,2018
14 de marzo,La Plata,Estudiantes (LP),3:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Real Garcilaso,2018
15 de marzo,São Paulo,Santos,3:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Nacional,2018
3 de abril,Cuzco,Real Garcilaso,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Nacional,2018
5 de abril,Quilmes,Estudiantes (LP),0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Santos,2018
24 de abril,Santos,Santos,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Estudiantes (LP),2018
25 de abril,Montevideo,Nacional,4:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Real Garcilaso,2018
1 de mayo,Cuzco,Real Garcilaso,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Estudiantes (LP),2018
1 de mayo,Montevideo,Nacional,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Santos,2018
24 de mayo,Santos,Santos,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Real Garcilaso,2018
24 de mayo,La Plata,Estudiantes (LP),3:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Nacional,2018
28 de febrero,Bogotá,Millonarios,0:0 Archivado el 29 de agosto de 2021 en Wayback Machine.,Corinthians,2018
1 de marzo,Cabudare,Deportivo Lara,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Independiente,2018
14 de marzo,São Paulo,Corinthians,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Deportivo Lara,2018
15 de marzo,Avellaneda,Independiente,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Millonarios,2018
17 de abril,Bogotá,Millonarios,4:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Deportivo Lara,2018
18 de abril,Avellaneda,Independiente,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Corinthians,2018
24 de abril,Cabudare,Deportivo Lara,2:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Millonarios,2018
2 de mayo,São Paulo,Corinthians,1:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Independiente,2018
17 de mayo,Bogotá,Millonarios,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Independiente,2018
17 de mayo,Cabudare,Deportivo Lara,2:7 Archivado el 14 de abril de 2021 en Wayback Machine.,Corinthians,2018
24 de mayo,São Paulo,Corinthians,0:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Millonarios,2018
24 de mayo,Avellaneda,Independiente,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Deportivo Lara,2018
1 de marzo,Lima,Alianza Lima,0:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Boca Juniors,2018
1 de marzo,Barranquilla,Junior,0:3 Archivado el 14 de abril de 2021 en Wayback Machine.,Palmeiras,2018
3 de abril,São Paulo,Palmeiras,2:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Alianza Lima,2018
4 de abril,Buenos Aires,Boca Juniors,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Junior,2018
11 de abril,São Paulo,Palmeiras,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Boca Juniors,2018
19 de abril,Lima,Alianza Lima,0:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Junior,2018
25 de abril,Buenos Aires,Boca Juniors,0:2 Archivado el 14 de abril de 2021 en Wayback Machine.,Palmeiras,2018
26 de abril,Barranquilla,Junior,1:0 Archivado el 14 de abril de 2021 en Wayback Machine.,Alianza Lima,2018
2 de mayo,Barranquilla,Junior,1:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Boca Juniors,2018
3 de mayo,Lima,Alianza Lima,1:3 Archivado el 14 de abril de 2021 en Wayback Machine.,Palmeiras,2018
16 de mayo,Buenos Aires,Boca Juniors,5:0 Archivado el 13 de febrero de 2021 en Wayback Machine.,Alianza Lima,2018
16 de mayo,São Paulo,Palmeiras,3:1 Archivado el 14 de abril de 2021 en Wayback Machine.,Junior,2018
"9 de agosto de 2018, 19:30 (UTC-3)",Avellaneda,Racing Club,0:0,River Plate,2018
"29 de agosto de 2018, 19:30 (UTC-3)",Buenos Aires,River Plate,3:0,Racing Club,2018
"21 de agosto de 2018, 21:45 (UTC-3)",Avellaneda,Independiente,3:0,Santos,2018
"28 de agosto de 2018, 19:30 (UTC-3)",São Paulo,Santos,0:0,Independiente,2018
"7 de agosto de 2018, 21:45 (UTC-3)",Quilmes,Estudiantes (LP),2:1,Grêmio,2018
"28 de agosto de 2018, 21:45 (UTC-3)",Porto Alegre,Grêmio,2:1,Estudiantes (LP),2018
"9 de agosto de 2018, 21:45 (UTC-3)",San Miguel de Tucumán,Atlético Tucumán,2:0,Atlético Nacional,2018
"28 de agosto de 2018, 19:45 (UTC-5)",Medellín,Atlético Nacional,1:0,Atlético Tucumán,2018
"8 de agosto de 2018, 20:45 (UTC-4)",Santiago,Colo-Colo,1:0,Corinthians,2018
"29 de agosto de 2018, 21:45 (UTC-3)",São Paulo,Corinthians,2:1,Colo-Colo,2018
"9 de agosto de 2018, 20:45 (UTC-4)",Asunción,Cerro Porteño,0:2,Palmeiras,2018
"30 de agosto de 2018, 21:45 (UTC-3)",São Paulo,Palmeiras,0:1,Cerro Porteño,2018
"8 de agosto de 2018, 21:45 (UTC-3)",Río de Janeiro,Flamengo,0:2,Cruzeiro,2018
"29 de agosto de 2018, 21:45 (UTC-3)",Belo Horizonte,Cruzeiro,0:1,Flamengo,2018
"8 de agosto de 2018, 19:30 (UTC-3)",Buenos Aires,Boca Juniors,2:0,Libertad,2018
"30 de agosto de 2018, 18:30 (UTC-4)",Asunción,Libertad,2:4,Boca Juniors,2018
"19 de septiembre de 2018, 19:30 (UTC-3)",Avellaneda,Independiente,0:0,River Plate,2018
"2 de octubre de 2018, 19:30 (UTC-3)",Buenos Aires,River Plate,3:1,Independiente,2018
"18 de septiembre de 2018, 21:45 (UTC-3)",San Miguel de Tucumán,Atlético Tucumán,0:2,Grêmio,2018
"2 de octubre de 2018, 21:45 (UTC-3)",Porto Alegre,Grêmio,4:0,Atlético Tucumán,2018
"20 de septiembre de 2018, 21:45 (UTC-3)",Santiago,Colo-Colo,0:2,Palmeiras,2018
"3 de octubre de 2018, 21:45 (UTC-3)",São Paulo,Palmeiras,2:0,Colo-Colo,2018
"19 de septiembre de 2018, 21:45 (UTC-3)",Buenos Aires,Boca Juniors,2:0,Cruzeiro,2018
"4 de octubre de 2018, 21:45 (UTC-3)",Belo Horizonte,Cruzeiro,1:1,Boca Juniors,2018
"23 de octubre de 2018, 21:45 (UTC-3)",Buenos Aires,River Plate,0:1,Grêmio,2018
"30 de octubre de 2018, 21:45 (UTC-3)",Porto Alegre,Grêmio,1:2,River Plate,2018
"24 de octubre de 2018, 21:45 (UTC-3)",Buenos Aires,Boca Juniors,2:0,Palmeiras,2018
"31 de octubre de 2018, 21:45 (UTC-3)",São Paulo,Palmeiras,2:2,Boca Juniors,2018
"11 de noviembre de 2018, 16:00 (UTC-3)",Buenos Aires,Boca Juniors,2:2,River Plate,2018
"9 de diciembre de 2018, 20:30 (UTC+1)",Madrid (España),River Plate,3:1,Boca Juniors,2018
6 de marzo,Santiago,Palestino,0:1,Internacional,2019
6 de marzo,Lima,Alianza Lima,1:1,River Plate,2019
13 de marzo,Porto Alegre,Internacional,2:0,Alianza Lima,2019
13 de marzo,Buenos Aires,River Plate,0:0,Palestino,2019
2 de abril,Santiago,Palestino,3:0,Alianza Lima,2019
3 de abril,Porto Alegre,Internacional,2:2,River Plate,2019
9 de abril,Porto Alegre,Internacional,3:2,Palestino,2019
11 de abril,Buenos Aires,River Plate,3:0,Alianza Lima,2019
24 de abril,Santiago,Palestino,0:2,River Plate,2019
24 de abril,Lima,Alianza Lima,0:1,Internacional,2019
7 de mayo,Buenos Aires,River Plate,2:2,Internacional,2019
7 de mayo,Lima,Alianza Lima,1:2,Palestino,2019
7 de marzo,Buenos Aires,Huracán,0:1,Cruzeiro,2019
8 de marzo[n. 2]​,Cabudare,Deportivo Lara,0:0,Emelec,2019
14 de marzo,Guayaquil,Emelec,0:0,Huracán,2019
27 de marzo[n. 3]​,Belo Horizonte,Cruzeiro,2:0,Deportivo Lara,2019
3 de abril,Cabudare,Deportivo Lara,2:1,Huracán,2019
3 de abril,Guayaquil,Emelec,0:1,Cruzeiro,2019
10 de abril[n. 4]​,Belo Horizonte,Cruzeiro,4:0,Huracán,2019
11 de abril,Guayaquil,Emelec,2:2,Deportivo Lara,2019
23 de abril,Cabudare,Deportivo Lara,0:2,Cruzeiro,2019
23 de abril,Buenos Aires,Huracán,1:2,Emelec,2019
8 de mayo,Buenos Aires,Huracán,3:0,Deportivo Lara,2019
8 de mayo,Belo Horizonte,Cruzeiro,1:2,Emelec,2019
5 de marzo,Mendoza,Godoy Cruz,0:0,Olimpia,2019
6 de marzo,Concepción,Universidad de Concepción,5:4,Sporting Cristal,2019
12 de marzo,Asunción,Olimpia,1:1,Universidad de Concepción,2019
12 de marzo,Lima,Sporting Cristal,1:1,Godoy Cruz,2019
3 de abril,Concepción,Universidad de Concepción,0:0,Godoy Cruz,2019
4 de abril,Lima,Sporting Cristal,0:3,Olimpia,2019
9 de abril,Asunción,Olimpia,2:1,Godoy Cruz,2019
10 de abril,Lima,Sporting Cristal,2:0,Universidad de Concepción,2019
23 de abril,Concepción,Universidad de Concepción,3:3,Olimpia,2019
23 de abril,Mendoza,Godoy Cruz,2:0,Sporting Cristal,2019
9 de mayo,Mendoza,Godoy Cruz,1:0,Universidad de Concepción,2019
9 de mayo,Asunción,Olimpia,0:1,Sporting Cristal,2019
5 de marzo,Oruro,San José,0:1,Flamengo,2019
7 de marzo,Quito,Liga de Quito,2:0,Peñarol,2019
13 de marzo,Río de Janeiro,Flamengo,3:1,Liga de Quito,2019
14 de marzo,Montevideo,Peñarol,4:0,San José,2019
2 de abril,Oruro,San José,3:3,Liga de Quito,2019
3 de abril,Río de Janeiro,Flamengo,0:1,Peñarol,2019
9 de abril,Montevideo,Peñarol,1:0,Liga de Quito,2019
11 de abril,Río de Janeiro,Flamengo,6:1,San José,2019
24 de abril,Oruro,San José,3:1,Peñarol,2019
24 de abril,Quito,Liga de Quito,2:1,Flamengo,2019
8 de mayo,Quito,Liga de Quito,4:0,San José,2019
8 de mayo,Montevideo,Peñarol,0:0,Flamengo,2019
6 de marzo,Belo Horizonte,Atlético Mineiro,0:1,Cerro Porteño,2019
6 de marzo,Barinas,Zamora,0:1,Nacional,2019
12 de marzo,Montevideo,Nacional,1:0,Atlético Mineiro,2019
13 de marzo,Asunción,Cerro Porteño,2:1,Zamora,2019
2 de abril,Asunción,Cerro Porteño,1:0,Nacional,2019
3 de abril,Belo Horizonte,Atlético Mineiro,3:2,Zamora,2019
10 de abril,Montevideo,Nacional,1:0,Zamora,2019
10 de abril,Asunción,Cerro Porteño,4:1,Atlético Mineiro,2019
23 de abril,Belo Horizonte,Atlético Mineiro,0:1,Nacional,2019
25 de abril,Barinas,Zamora,2:1,Cerro Porteño,2019
7 de mayo,Barinas,Zamora,1:2,Atlético Mineiro,2019
7 de mayo,Montevideo,Nacional,1:1,Cerro Porteño,2019
5 de marzo,Arequipa,Melgar,0:0,San Lorenzo,2019
6 de marzo,Barranquilla,Junior,0:2,Palmeiras,2019
12 de marzo,São Paulo,Palmeiras,3:0,Melgar,2019
13 de marzo,Buenos Aires,San Lorenzo,1:0,Junior,2019
2 de abril,Buenos Aires,San Lorenzo,1:0,Palmeiras,2019
2 de abril,Arequipa,Melgar,1:0,Junior,2019
9 de abril,Buenos Aires,San Lorenzo,2:0,Melgar,2019
10 de abril,São Paulo,Palmeiras,3:0,Junior,2019
25 de abril,Barranquilla,Junior,1:0,San Lorenzo,2019
25 de abril,Arequipa,Melgar,0:4,Palmeiras,2019
8 de mayo,Barranquilla,Junior,0:1,Melgar,2019
8 de mayo,São Paulo,Palmeiras,1:0,San Lorenzo,2019
5 de marzo,Cochabamba,Jorge Wilstermann,0:0,Boca Juniors,2019
5 de marzo,Ibagué,Deportes Tolima,1:0,Athletico Paranaense,2019
12 de marzo,Buenos Aires,Boca Juniors,3:0,Deportes Tolima,2019
14 de marzo,Curitiba,Athletico Paranaense,4:0,Jorge Wilstermann,2019
2 de abril,Curitiba,Athletico Paranaense,3:0,Boca Juniors,2019
3 de abril,Ibagué,Deportes Tolima,2:2,Jorge Wilstermann,2019
9 de abril,Curitiba,Athletico Paranaense,1:0,Deportes Tolima,2019
10 de abril,Buenos Aires,Boca Juniors,4:0,Jorge Wilstermann,2019
24 de abril,Cochabamba,Jorge Wilstermann,3:2,Athletico Paranaense,2019
24 de abril,Ibagué,Deportes Tolima,2:2,Boca Juniors,2019
9 de mayo,Cochabamba,Jorge Wilstermann,0:2,Deportes Tolima,2019
9 de mayo,Buenos Aires,Boca Juniors,2:1,Athletico Paranaense,2019
5 de marzo,Asunción,Libertad,4:1,Universidad Católica,2019
6 de marzo,Rosario,Rosario Central,1:1,Grêmio,2019
12 de marzo,Porto Alegre,Grêmio,0:1,Libertad,2019
13 de marzo,Santiago,Universidad Católica,2:1,Rosario Central,2019
4 de abril,Santiago,Universidad Católica,1:0,Grêmio,2019
4 de abril,Asunción,Libertad,2:0,Rosario Central,2019
10 de abril,Porto Alegre,Grêmio,3:1,Rosario Central,2019
10 de abril,Santiago,Universidad Católica,2:3,Libertad,2019
23 de abril,Asunción,Libertad,0:2,Grêmio,2019
24 de abril,Rosario,Rosario Central,1:1,Universidad Católica,2019
8 de mayo,Rosario,Rosario Central,2:1,Libertad,2019
8 de mayo,Porto Alegre,Grêmio,2:0,Universidad Católica,2019
"23 de julio de 2019, 19:30 (UTC-3)",Buenos Aires,River Plate,0:0,Cruzeiro,2019
"30 de julio de 2019, 19:30 (UTC-3)",Belo Horizonte,Cruzeiro,0:0,River Plate,2019
"24 de julio de 2019, 19:15 (UTC-3)",Buenos Aires,San Lorenzo,0:0,Cerro Porteño,2019
"31 de julio de 2019, 18:15 (UTC-4)",Asunción,Cerro Porteño,2:1,San Lorenzo,2019
"23 de julio de 2019, 19:30 (UTC-5)",Quito,Liga de Quito,3:1,Olimpia,2019
"30 de julio de 2019, 20:30 (UTC-4)",Asunción,Olimpia,1:1,Liga de Quito,2019
"24 de julio de 2019, 21:30 (UTC-3)",Curitiba,Athletico Paranaense,0:1,Boca Juniors,2019
"31 de julio de 2019, 21:30 (UTC-3)",Buenos Aires,Boca Juniors,2:0,Athletico Paranaense,2019
"23 de julio de 2019, 21:30 (UTC-3)",Mendoza,Godoy Cruz,2:2,Palmeiras,2019
"30 de julio de 2019, 21:30 (UTC-3)",São Paulo,Palmeiras,4:0,Godoy Cruz,2019
