Fecha,Ubicacion,Local,Resultado,Visitante,year
27 de febrero,La Paz,The Strongest,1:0,Fénix,2003
5 de marzo,Montevideo,Fénix,6:1,Cruz Azul,2003
11 de marzo,São Paulo,Corinthians,4:1,The Strongest,2003
20 de marzo,Montevideo,Fénix,2:0,The Strongest,2003
26 de marzo,Ciudad de México,Cruz Azul,3:0,Corinthians,2003
2 de abril,São Paulo,Corinthians,6:1,Fénix,2003
3 de abril,La Paz,The Strongest,2:1,Cruz Azul,2003
8 de abril,Ciudad de México,Cruz Azul,4:0,Fénix,2003
9 de abril,La Paz,The Strongest,0:2,Corinthians,2003
23 de abril de 2003,Asunción,Cerro Porteño,0:1,Independiente Medellín,2003
6 de mayo de 2003,Medellín,Independiente Medellín,0:1,Cerro Porteño,2003
22 de abril de 2003,Asunción,Olimpia,2:3,Grêmio,2003
8 de mayo de 2003,Porto Alegre,Grêmio,3:0,Olimpia,2003
23 de abril de 2003,Montevideo,Nacional,4:4,Santos,2003
7 de mayo de 2003,São Paulo,Santos,2:2,Nacional,2003
6 de mayo de 2003,Ciudad de México,Cruz Azul,0:0,Deportivo Cali,2003
13 de mayo de 2003,Cali,Deportivo Cali,0:0,Cruz Azul,2003
29 de abril de 2003,Cali,América de Cali,1:1,Racing Club,2003
13 de mayo de 2003,Avellaneda,Racing Club,0:0,América de Cali,2003
1 de mayo de 2003,Buenos Aires,River Plate,2:1,Corinthians,2003
14 de mayo de 2003,São Paulo,Corinthians,1:2,River Plate,2003
24 de abril de 2003,Buenos Aires,Boca Juniors,0:1,Paysandu,2003
15 de mayo de 2003,Belém,Paysandu,2:4,Boca Juniors,2003
24 de abril de 2003,Ciudad de México,Pumas UNAM,0:1,Cobreloa,2003
8 de mayo de 2003,Calama,Cobreloa,0:0,Pumas UNAM,2003
22 de mayo de 2003,Porto Alegre,Grêmio,2:2,Independiente Medellín,2003
29 de mayo de 2003,Medellín,Independiente Medellín,2:1,Grêmio,2003
21 de mayo de 2003,Ciudad de México,Cruz Azul,2:2,Santos,2003
28 de mayo de 2003,Santos,Santos,1:0,Cruz Azul,2003
20 de mayo de 2003,Buenos Aires,River Plate,2:1,América de Cali,2003
27 de mayo de 2003,Cali,América de Cali,4:1,River Plate,2003
21 de mayo de 2003,Calama,Cobreloa,1:2,Boca Juniors,2003
28 de mayo de 2003,Buenos Aires,Boca Juniors,2:1,Cobreloa,2003
4 de junio de 2003,Santos,Santos,1:0,Independiente Medellín,2003
18 de junio de 2003,Medellín,Independiente Medellín,2:3,Santos,2003
11 de junio de 2003,Buenos Aires,Boca Juniors,2:0,América de Cali,2003
19 de junio de 2003,Cali,América de Cali,0:4,Boca Juniors,2003
25 de junio de 2003,Buenos Aires,Boca Juniors,2:0,Santos,2003
2 de julio de 2003,São Paulo,Santos,1:3,Boca Juniors,2003
5 de febrero,São Caetano do Sul,São Caetano,4:2,The Strongest,2004
11 de febrero,Ciudad de México,América,3:1,Peñarol,2004
19 de febrero,La Paz,The Strongest,0:0,América,2004
2 de marzo,Montevideo,Peñarol,1:1,São Caetano,2004
11 de marzo,São Caetano do Sul,São Caetano,1:2,América,2004
16 de marzo,Montevideo,Peñarol,4:0,The Strongest,2004
17 de marzo,Ciudad de México,América,2:1,São Caetano,2004
23 de marzo,La Paz,The Strongest,2:0,Peñarol,2004
8 de abril,São Caetano do Sul,São Caetano,1:1,Peñarol,2004
8 de abril,Ciudad de México,América,4:0,The Strongest,2004
15 de abril,La Paz,The Strongest,0:2,São Caetano,2004
15 de abril,Montevideo,Peñarol,2:0,América,2004
10 de febrero,Buenos Aires,Vélez Sársfield,1:1,Maracaibo,2004
19 de febrero,Manizales,Once Caldas,3:0,Fénix,2004
25 de febrero,Maracaibo,Maracaibo,1:2,Once Caldas,2004
25 de febrero,Maldonado,Fénix,2:1,Vélez Sársfield,2004
3 de marzo,Maldonado,Fénix,1:2,Maracaibo,2004
9 de marzo,Buenos Aires,Vélez Sársfield,2:0,Once Caldas,2004
17 de marzo,Manizales,Once Caldas,2:0,Vélez Sársfield,2004
18 de marzo,Maracaibo,Maracaibo,1:1,Fénix,2004
6 de abril,Buenos Aires,Vélez Sársfield,1:0,Fénix,2004
6 de abril,Manizales,Once Caldas,2:1,Maracaibo,2004
22 de abril,Maracaibo,Maracaibo,4:2,Vélez Sársfield,2004
22 de abril,Montevideo,Fénix,2:2,Once Caldas,2004
3 de febrero,Torreón,Santos Laguna,2:2,Universidad de Concepción,2004
4 de febrero,Belo Horizonte,Cruzeiro,3:1,Caracas,2004
10 de febrero,Concepción,Universidad de Concepción,1:3,Cruzeiro,2004
12 de febrero,Caracas,Caracas,0:1,Santos Laguna,2004
17 de febrero,Belo Horizonte,Cruzeiro,1:1,Santos Laguna,2004
24 de febrero,Concepción,Universidad de Concepción,2:3,Caracas,2004
2 de marzo,Caracas,Caracas,1:0,Universidad de Concepción,2004
10 de marzo,Torreón,Santos Laguna,1:0,Cruzeiro,2004
16 de marzo,Torreón,Santos Laguna,3:1,Caracas,2004
17 de marzo,Belo Horizonte,Cruzeiro,5:0,Universidad de Concepción,2004
14 de abril,Caracas,Caracas,2:3,Cruzeiro,2004
14 de abril,Concepción,Universidad de Concepción,2:2,Santos Laguna,2004
10 de febrero,Calama,Cobreloa,0:2,Liga de Quito,2004
11 de febrero,Lima,Alianza Lima,1:2,São Paulo,2004
25 de febrero,Quito,Liga de Quito,3:0,Alianza Lima,2004
26 de febrero,São Paulo,São Paulo,3:1,Cobreloa,2004
4 de marzo,Quito,Liga de Quito,3:0,São Paulo,2004
4 de marzo,Lima,Alianza Lima,2:0,Cobreloa,2004
10 de marzo,Calama,Cobreloa,0:1,Alianza Lima,2004
10 de marzo,São Paulo,São Paulo,1:0,Liga de Quito,2004
24 de marzo,Calama,Cobreloa,1:2,São Paulo,2004
25 de marzo,Lima,Alianza Lima,1:0,Liga de Quito,2004
7 de abril,São Paulo,São Paulo,3:1,Alianza Lima,2004
7 de abril,Quito,Liga de Quito,5:1,Cobreloa,2004
12 de febrero,Quito,El Nacional,0:0,Nacional,2004
12 de febrero,Avellaneda,Independiente,4:2,Cienciano,2004
24 de febrero,Montevideo,Nacional,0:0,Independiente,2004
26 de febrero,Lima,Cienciano,1:0,El Nacional,2004
2 de marzo,Avellaneda,Independiente,2:0,El Nacional,2004
4 de marzo,Montevideo,Nacional,1:0,Cienciano,2004
11 de marzo,Arequipa,Cienciano,1:2,Nacional,2004
16 de marzo,Quito,El Nacional,1:0,Independiente,2004
23 de marzo,Quito,El Nacional,3:3,Cienciano,2004
25 de marzo,Avellaneda,Independiente,1:1,Nacional,2004
20 de abril,Arequipa,Cienciano,3:2,Independiente,2004
20 de abril,Montevideo,Nacional,3:2,El Nacional,2004
3 de febrero,Asunción,Libertad,0:0,Deportes Tolima,2004
11 de febrero,San Cristóbal,Deportivo Táchira,0:0,River Plate,2004
24 de febrero,Ibagué,Deportes Tolima,1:1,Deportivo Táchira,2004
25 de febrero,Buenos Aires,River Plate,4:1,Libertad,2004
9 de marzo,San Cristóbal,Deportivo Táchira,2:0,Libertad,2004
11 de marzo,Ibagué,Deportes Tolima,2:3,River Plate,2004
17 de marzo,Asunción,Libertad,1:1,Deportivo Táchira,2004
18 de marzo,Buenos Aires,River Plate,1:0,Deportes Tolima,2004
7 de abril,Asunción,Libertad,1:0,River Plate,2004
8 de abril,San Cristóbal,Deportivo Táchira,2:0,Deportes Tolima,2004
14 de abril,Buenos Aires,River Plate,2:2,Deportivo Táchira,2004
14 de abril,Ibagué,Deportes Tolima,3:2,Libertad,2004
4 de febrero,Asunción,Guaraní,0:0,Barcelona,2004
5 de febrero,Cochabamba,Jorge Wilstermann,2:3,Santos,2004
12 de febrero,Guayaquil,Barcelona,4:0,Jorge Wilstermann,2004
18 de febrero,Santos,Santos,2:2,Guaraní,2004
3 de marzo,Cochabamba,Jorge Wilstermann,0:0,Guaraní,2004
3 de marzo,Guayaquil,Barcelona,1:3,Santos,2004
11 de marzo,Santos,Santos,1:0,Barcelona,2004
18 de marzo,Asunción,Guaraní,3:1,Jorge Wilstermann,2004
24 de marzo,Cochabamba,Jorge Wilstermann,2:2,Barcelona,2004
25 de marzo,Asunción,Guaraní,1:2,Santos,2004
14 de abril,Guayaquil,Barcelona,2:0,Guaraní,2004
14 de abril,Santos,Santos,5:0,Jorge Wilstermann,2004
3 de febrero,Santiago,Colo-Colo,2:3,Deportivo Cali,2004
18 de febrero,La Paz,Bolívar,3:1,Boca Juniors,2004
2 de marzo,Cali,Deportivo Cali,3:1,Bolívar,2004
3 de marzo,Buenos Aires,Boca Juniors,2:0,Colo-Colo,2004
10 de marzo,Cali,Deportivo Cali,0:1,Boca Juniors,2004
18 de marzo,La Paz,Bolívar,2:0,Colo-Colo,2004
24 de marzo,Buenos Aires,Boca Juniors,3:0,Deportivo Cali,2004
25 de marzo,Santiago,Colo-Colo,2:0,Bolívar,2004
7 de abril,La Paz,Bolívar,1:0,Deportivo Cali,2004
8 de abril,Santiago,Colo-Colo,1:0,Boca Juniors,2004
21 de abril,Cali,Deportivo Cali,3:1,Colo-Colo,2004
21 de abril,Buenos Aires,Boca Juniors,3:0,Bolívar,2004
5 de febrero,Asunción,Olimpia,0:2,Rosario Central,2004
10 de febrero,Lima,Sporting Cristal,4:1,Coritiba,2004
17 de febrero,Curitiba,Coritiba,1:1,Olimpia,2004
26 de febrero,Rosario,Rosario Central,1:1,Sporting Cristal,2004
4 de marzo,Rosario,Rosario Central,2:0,Coritiba,2004
9 de marzo,Lima,Sporting Cristal,3:2,Olimpia,2004
10 de marzo,Curitiba,Coritiba,2:0,Rosario Central,2004
16 de marzo,Asunción,Olimpia,2:1,Sporting Cristal,2004
23 de marzo,Lima,Sporting Cristal,4:1,Rosario Central,2004
6 de abril,Asunción,Olimpia,1:1,Coritiba,2004
13 de abril,Curitiba,Coritiba,2:0,Sporting Cristal,2004
13 de abril,Rosario,Rosario Central,2:1,Olimpia,2004
29 de abril de 2004,Guayaquil,Barcelona,6:1,U. A. Maracaibo,2004
28 de abril de 2004,São Caetano do Sul,São Caetano,2:2,Independiente,2004
6 de mayo de 2004,Guayaquil,Barcelona,0:0,Once Caldas,2004
13 de mayo de 2004,Manizales,Once Caldas,1:1,Barcelona,2004
5 de mayo de 2004,Quito,Liga de Quito,4:2,Santos,2004
11 de mayo de 2004,Santos,Santos,2:0,Liga de Quito,2004
4 de mayo de 2004,San Cristóbal,Deportivo Táchira,3:0,Nacional,2004
13 de mayo de 2004,Montevideo,Nacional,2:2,Deportivo Táchira,2004
6 de mayo de 2004,Rosario,Rosario Central,1:0,São Paulo,2004
12 de mayo de 2004,São Paulo,São Paulo,2:1,Rosario Central,2004
5 de mayo de 2004,Cali,Deportivo Cali,1:0,Cruzeiro,2004
13 de mayo de 2004,Belo Horizonte,Cruzeiro,2:1,Deportivo Cali,2004
4 de mayo de 2004,Torreón,Santos Laguna,0:1,River Plate,2004
11 de mayo de 2004,Buenos Aires,River Plate,1:2,Santos Laguna,2004
4 de mayo de 2004,Lima,Sporting Cristal,2:3,Boca Juniors,2004
12 de mayo de 2004,Buenos Aires,Boca Juniors,2:1,Sporting Cristal,2004
5 de mayo de 2004,São Caetano do Sul,São Caetano,2:1,América,2004
11 de mayo de 2004,Ciudad de México,América,1:1,São Caetano,2004
19 de mayo de 2004,Santos,Santos,1:1,Once Caldas,2004
27 de mayo de 2004,Manizales,Once Caldas,1:0,Santos,2004
19 de mayo de 2004,São Paulo,São Paulo,3:0,Deportivo Táchira,2004
26 de mayo de 2004,San Cristóbal,Deportivo Táchira,1:4,São Paulo,2004
20 de mayo de 2004,Buenos Aires,River Plate,1:0,Deportivo Cali,2004
26 de mayo de 2004,Cali,Deportivo Cali,1:3,River Plate,2004
20 de mayo de 2004,São Caetano do Sul,São Caetano,0:0,Boca Juniors,2004
25 de mayo de 2004,Avellaneda,Boca Juniors,1:1,São Caetano,2004
9 de junio de 2004,São Paulo,São Paulo,0:0,Once Caldas,2004
16 de junio de 2004,Manizales,Once Caldas,2:1,São Paulo,2004
10 de junio de 2004,Buenos Aires,Boca Juniors,1:0,River Plate,2004
17 de junio de 2004,Buenos Aires,River Plate,2:1,Boca Juniors,2004
"23 de junio de 2004, 21:15 (UTC-3)",Buenos Aires,Boca Juniors,0:0,Once Caldas,2004
"1 de julio de 2004, 19:15 (UTC-5)",Manizales,Once Caldas,1:1,Boca Juniors,2004
15 de febrero,Medellín,Independiente Medellín,2:2,Atlético Paranaense,2005
17 de febrero,Asunción,Libertad,1:2,América de Cali,2005
22 de febrero,Cali,América de Cali,1:0,Independiente Medellín,2005
1 de marzo,Curitiba,Atlético Paranaense,1:0,Libertad,2005
8 de marzo,Asunción,Libertad,3:2,Independiente Medellín,2005
10 de marzo,Cali,América de Cali,3:1,Atlético Paranaense,2005
17 de marzo,Medellín,Independiente Medellín,4:2,Libertad,2005
14 de abril,Curitiba,Atlético Paranaense,2:1,América de Cali,2005
20 de abril,Asunción,Libertad,1:2,Atlético Paranaense,2005
26 de abril,Medellín,Independiente Medellín,2:0,América de Cali,2005
10 de mayo,Cali,América de Cali,0:1,Libertad,2005
10 de mayo,Curitiba,Atlético Paranaense,0:4,Independiente Medellín,2005
16 de febrero,La Paz,Bolívar,4:3,Santos,2005
24 de febrero,Montevideo,Danubio,3:0,Liga de Quito,2005
3 de marzo,Santos,Santos,3:2,Danubio,2005
8 de marzo,Quito,Liga de Quito,1:0,Bolívar,2005
15 de marzo,Montevideo,Danubio,2:0,Bolívar,2005
17 de marzo,Quito,Liga de Quito,2:1,Santos,2005
6 de abril,Santos,Santos,3:1,Liga de Quito,2005
12 de abril,La Paz,Bolívar,2:0,Danubio,2005
20 de abril,Montevideo,Danubio,1:2,Santos,2005
27 de abril,La Paz,Bolívar,2:2,Liga de Quito,2005
11 de mayo,Quito,Liga de Quito,1:1,Danubio,2005
11 de mayo,Santos,Santos,6:0,Bolívar,2005
22 de febrero,Santiago,Universidad de Chile,3:2,Quilmes,2005
3 de marzo,La Paz,The Strongest,3:3,São Paulo,2005
9 de marzo,São Paulo,São Paulo,4:2,Universidad de Chile,2005
10 de marzo,Quilmes,Quilmes,1:0,The Strongest,2005
15 de marzo,Santiago,Universidad de Chile,2:1,The Strongest,2005
16 de marzo,Quilmes,Quilmes,2:2,São Paulo,2005
13 de abril,La Paz,The Strongest,0:0,Universidad de Chile,2005
13 de abril,São Paulo,São Paulo,3:1,Quilmes,2005
21 de abril,Santiago,Universidad de Chile,1:1,São Paulo,2005
28 de abril,La Paz,The Strongest,2:1,Quilmes,2005
11 de mayo,São Paulo,São Paulo,3:0,The Strongest,2005
11 de mayo,Quilmes,Quilmes,1:1,Universidad de Chile,2005
2 de marzo,San Cristóbal,Deportivo Táchira,1:0,Santo André,2005
2 de marzo,Asunción,Cerro Porteño,1:1,Palmeiras,2005
10 de marzo,Santo André,Santo André,2:2,Cerro Porteño,2005
10 de marzo,São Paulo,Palmeiras,3:0,Deportivo Táchira,2005
16 de marzo,São Paulo,Palmeiras,1:1,Santo André,2005
7 de abril,Asunción,Cerro Porteño,3:1,Deportivo Táchira,2005
19 de abril,San Cristóbal,Deportivo Táchira,0:3,Cerro Porteño,2005
19 de abril,Santo André,Santo André,2:1,Palmeiras,2005
28 de abril,Asunción,Cerro Porteño,1:0,Santo André,2005
4 de mayo,San Cristóbal,Deportivo Táchira,1:2,Palmeiras,2005
12 de mayo,Santo André,Santo André,6:0,Deportivo Táchira,2005
12 de mayo,São Paulo,Palmeiras,0:0,Cerro Porteño,2005
15 de febrero,Montevideo,Nacional,0:1,Junior,2005
23 de febrero,Riobamba,Olmedo,2:3,River Plate,2005
1 de marzo,Barranquilla,Junior,2:0,Olmedo,2005
3 de marzo,Buenos Aires,River Plate,1:0,Nacional,2005
16 de marzo,Montevideo,Nacional,1:2,Olmedo,2005
17 de marzo,Barranquilla,Junior,0:2,River Plate,2005
7 de abril,Buenos Aires,River Plate,2:1,Junior,2005
7 de abril,Riobamba,Olmedo,2:3,Nacional,2005
19 de abril,Riobamba,Olmedo,3:1,Junior,2005
21 de abril,Montevideo,Nacional,1:3,River Plate,2005
3 de mayo,Barranquilla,Junior,3:2,Nacional,2005
3 de mayo,Buenos Aires,River Plate,1:1,Olmedo,2005
15 de febrero,Lima,Alianza Lima,0:0,Tigres,2005
17 de febrero,Caracas,Caracas,1:1,Banfield,2005
23 de febrero,Banfield,Banfield,3:2,Alianza Lima,2005
23 de febrero,Monterrey,Tigres,3:1,Caracas,2005
1 de marzo,Lima,Alianza Lima,2:1,Caracas,2005
15 de marzo,Monterrey,Tigres,2:2,Banfield,2005
5 de abril,Caracas,Caracas,2:0,Alianza Lima,2005
6 de abril,Banfield,Banfield,0:3,Tigres,2005
12 de abril,Lima,Alianza Lima,0:1,Banfield,2005
13 de abril,Caracas,Caracas,2:5,Tigres,2005
3 de mayo,Monterrey,Tigres,0:0,Alianza Lima,2005
3 de mayo,Banfield,Banfield,3:1,Caracas,2005
16 de febrero,Calama,Cobreloa,1:3,Guadalajara,2005
24 de febrero,Manizales,Once Caldas,0:0,San Lorenzo,2005
2 de marzo,Guadalajara,Guadalajara,0:0,Once Caldas,2005
9 de marzo,Buenos Aires,San Lorenzo,0:0,Cobreloa,2005
22 de marzo,Calama,Cobreloa,2:1,Once Caldas,2005
23 de marzo,Guadalajara,Guadalajara,2:1,San Lorenzo,2005
5 de abril,Buenos Aires,San Lorenzo,0:0,Guadalajara,2005
5 de abril,Manizales,Once Caldas,0:0,Cobreloa,2005
12 de abril,Manizales,Once Caldas,4:2,Guadalajara,2005
26 de abril,Calama,Cobreloa,2:0,San Lorenzo,2005
5 de mayo,Guadalajara,Guadalajara,3:1,Cobreloa,2005
5 de mayo,Buenos Aires,San Lorenzo,0:1,Once Caldas,2005
16 de febrero,Lima,Sporting Cristal,2:0,Pachuca,2005
17 de febrero,Cuenca,Deportivo Cuenca,0:0,Boca Juniors,2005
24 de febrero,Pachuca,Pachuca,2:1,Deportivo Cuenca,2005
2 de marzo,Buenos Aires,Boca Juniors,3:0,Sporting Cristal,2005
8 de marzo,Lima,Sporting Cristal,1:0,Deportivo Cuenca,2005
16 de marzo,Pachuca,Pachuca,3:1,Boca Juniors,2005
6 de abril,Buenos Aires,Boca Juniors,4:0,Pachuca,2005
14 de abril,Cuenca,Deportivo Cuenca,2:2,Sporting Cristal,2005
27 de abril,Lima,Sporting Cristal,0:3,Boca Juniors,2005
27 de abril,Cuenca,Deportivo Cuenca,1:1,Pachuca,2005
4 de mayo,Pachuca,Pachuca,2:0,Sporting Cristal,2005
4 de mayo,Buenos Aires,Boca Juniors,3:0,Deportivo Cuenca,2005
17 de mayo de 2005,Quito,Liga de Quito,2:1,River Plate,2005
26 de mayo de 2005,Buenos Aires,River Plate,4:2,Liga de Quito,2005
18 de mayo de 2005,Banfield,Banfield,3:0,Independiente Medellín,2005
24 de mayo de 2005,Medellín,Independiente Medellín,0:2,Banfield,2005
19 de mayo de 2005,Manizales,Once Caldas,1:1,Tigres,2005
26 de mayo de 2005,Monterrey,Tigres,2:1,Once Caldas,2005
18 de mayo de 2005,São Paulo,Palmeiras,0:1,São Paulo,2005
25 de mayo de 2005,São Paulo,São Paulo,2:0,Palmeiras,2005
17 de mayo de 2005,Barranquilla,Junior,3:3,Boca Juniors,2005
26 de mayo de 2005,Buenos Aires,Boca Juniors,4:0,Junior,2005
18 de mayo de 2005,Pachuca de Soto,Pachuca,1:1,Guadalajara,2005
24 de mayo de 2005,Guadalajara,Guadalajara,3:1,Pachuca,2005
19 de mayo de 2005,Santiago,Universidad de Chile,2:1,Santos,2005
25 de mayo de 2005,Santos,Santos,3:0,Universidad de Chile,2005
19 de mayo de 2005,Curitiba,Atlético Paranaense,2:1,Cerro Porteño,2005
26 de mayo de 2005,Asunción,Cerro Porteño,2:1,Atlético Paranaense,2005
2 de junio de 2005,Banfield,Banfield,1:1,River Plate,2005
16 de junio de 2005,Buenos Aires,River Plate,3:2,Banfield,2005
1 de junio de 2005,São Paulo,São Paulo,4:0,Tigres,2005
15 de junio de 2005,Monterrey,Tigres,2:1,São Paulo,2005
2 de junio de 2005,Guadalajara,Guadalajara,4:0,Boca Juniors,2005
14 de junio de 2005,Buenos Aires,Boca Juniors,0:0,Guadalajara,2005
1 de junio de 2005,Curitiba,Atlético Paranaense,3:2,Santos,2005
15 de junio de 2005,Santos,Santos,0:2,Atlético Paranaense,2005
22 de junio de 2005,São Paulo,São Paulo,2:0,River Plate,2005
29 de junio de 2005,Buenos Aires,River Plate,2:3,São Paulo,2005
23 de junio de 2005,Curitiba,Atlético Paranaense,3:0,Guadalajara,2005
30 de junio de 2005,Guadalajara,Guadalajara,2:2,Atlético Paranaense,2005
6 de julio de 2005,Porto Alegre,Atlético Paranaense,1:1,São Paulo,2005
14 de julio de 2005,São Paulo,São Paulo,4:0,Atlético Paranaense,2005
8 de febrero,Cuzco,Cienciano,0:1,Guadalajara,2006
1 de marzo,Caracas,Caracas,1:2,São Paulo,2006
7 de marzo,Guadalajara,Guadalajara,1:1,Caracas,2006
8 de marzo,São Paulo,São Paulo,4:1,Cienciano,2006
14 de marzo,Cuzco,Cienciano,2:1,Caracas,2006
21 de marzo,Guadalajara,Guadalajara,2:1,São Paulo,2006
28 de marzo,Caracas,Caracas,4:0,Cienciano,2006
5 de abril,São Paulo,São Paulo,1:2,Guadalajara,2006
12 de abril,Caracas,Caracas,0:0,Guadalajara,2006
12 de abril,Cuzco,Cienciano,0:2,São Paulo,2006
20 de abril,São Paulo,São Paulo,2:0,Caracas,2006
20 de abril,Guadalajara,Guadalajara,0:0,Cienciano,2006
7 de febrero,La Paz,Bolívar,1:0,Estudiantes (LP),2006
9 de febrero,Lima,Sporting Cristal,1:2,Santa Fe,2006
15 de febrero,Bogotá,Santa Fe,2:2,Bolívar,2006
21 de febrero,Quilmes,Estudiantes (LP),4:3,Sporting Cristal,2006
8 de marzo,Lima,Sporting Cristal,2:1,Bolívar,2006
9 de marzo,Bogotá,Santa Fe,3:1,Estudiantes (LP),2006
15 de marzo,La Paz,Bolívar,1:2,Sporting Cristal,2006
21 de marzo,Quilmes,Estudiantes (LP),1:0,Santa Fe,2006
28 de marzo,La Paz,Bolívar,1:0,Santa Fe,2006
4 de abril,Lima,Sporting Cristal,2:2,Estudiantes (LP),2006
13 de abril,Quilmes,Estudiantes (LP),2:1,Bolívar,2006
13 de abril,Bogotá,Santa Fe,2:1,Sporting Cristal,2006
9 de febrero,La Paz,The Strongest,3:2,Newell's Old Boys,2006
14 de febrero,Santiago,Unión Española,0:2,Goiás,2006
21 de febrero,Newell's Old Boys,Newell's Old Boys,2:0,Unión Española,2006
22 de febrero,Goiânia,Goiás,2:0,The Strongest,2006
28 de febrero,Santiago,Unión Española,1:0,The Strongest,2006
15 de marzo,Goiânia,Goiás,3:0,Newell's Old Boys,2006
22 de marzo,Newell's Old Boys,Newell's Old Boys,0:0,Goiás,2006
29 de marzo,La Paz,The Strongest,0:1,Unión Española,2006
5 de abril,La Paz,The Strongest,1:0,Goiás,2006
11 de abril,Santiago,Unión Española,1:1,Newell's Old Boys,2006
19 de abril,Newell's Old Boys,Newell's Old Boys,2:0,The Strongest,2006
19 de abril,Goiânia,Goiás,0:0,Unión Española,2006
8 de febrero,Santiago,Universidad Católica,3:2,Tigres,2006
15 de febrero,Cali,Deportivo Cali,0:1,Corinthians,2006
21 de febrero,Monterrey,Tigres,5:4,Deportivo Cali,2006
22 de febrero,São Paulo,Corinthians,2:2,Universidad Católica,2006
9 de marzo,Monterrey,Tigres,2:0,Corinthians,2006
21 de marzo,Santiago,Universidad Católica,2:1,Deportivo Cali,2006
22 de marzo,São Paulo,Corinthians,1:0,Tigres,2006
30 de marzo,Cali,Deportivo Cali,2:3,Universidad Católica,2006
6 de abril,Santiago,Universidad Católica,2:3,Corinthians,2006
11 de abril,Cali,Deportivo Cali,2:2,Tigres,2006
19 de abril,São Paulo,Corinthians,3:0,Deportivo Cali,2006
19 de abril,Monterrey,Tigres,1:0,Universidad Católica,2006
7 de febrero,Maldonado,Rocha,0:0,Universitario,2006
7 de febrero,Quito,Liga de Quito,1:3,Vélez Sarsfield,2006
14 de febrero,Buenos Aires,Vélez Sarsfield,3:0,Rocha,2006
16 de febrero,Lima,Universitario,1:2,Liga de Quito,2006
7 de marzo,Lima,Universitario,0:1,Vélez Sarsfield,2006
7 de marzo,Maldonado,Rocha,3:2,Liga de Quito,2006
14 de marzo,Buenos Aires,Vélez Sarsfield,4:3,Universitario,2006
