Fecha,Ubicacion,Local,Visitante,year,HomeGoals,AwayGoals
31 de marzo,Cali,América de Cali,Cerro Porteño,1985,2,0
31 de marzo,Bogotá,Millonarios,Guarani,1985,5,1
3 de abril,Cali,América de Cali,Guarani,1985,2,1
3 de abril,Bogotá,Millonarios,Cerro Porteño,1985,0,2
23 de abril,Montevideo,Peñarol,Bella Vista,1985,1,0
24 de abril,Santiago,Colo-Colo,Magallanes,1985,2,0
30 de abril,Santiago,Magallanes,Peñarol,1985,1,1
30 de abril,Santiago,Colo-Colo,Bella Vista,1985,2,0
3 de mayo,Santiago,Magallanes,Bella Vista,1985,2,1
3 de mayo,Santiago,Colo-Colo,Peñarol,1985,1,2
15 de mayo,Montevideo,Bella Vista,Peñarol,1985,0,2
18 de mayo,Santiago,Magallanes,Colo-Colo,1985,1,3
21 de mayo,Montevideo,Bella Vista,Magallanes,1985,0,1
24 de mayo,Montevideo,Peñarol,Magallanes,1985,1,0
28 de mayo,Montevideo,Bella Vista,Colo-Colo,1985,2,1
31 de mayo,Montevideo,Peñarol,Colo-Colo,1985,3,1
15 de mayo,Lima,Sport Boys,Universitario,1985,0,2
23 de junio,Quito,El Nacional,9 de Octubre,1985,3,1
7 de julio,Quito,El Nacional,Sport Boys,1985,2,0
7 de julio,Guayaquil,9 de Octubre,Universitario,1985,1,0
13 de julio,Milagro,9 de Octubre,Sport Boys,1985,4,0
14 de julio,Quito,El Nacional,Universitario,1985,4,1
19 de julio,Milagro,9 de Octubre,El Nacional,1985,0,1
19 de julio,Lima,Universitario,Sport Boys,1985,4,0
31 de julio,Lima,Sport Boys,El Nacional,1985,1,2
2 de agosto,Lima,Universitario,El Nacional,1985,1,1
16 de septiembre,Buenos Aires,Argentinos Juniors,Independiente,1985,2,2
19 de septiembre,Santa Cruz,Blooming,Argentinos Juniors,1985,1,1
26 de septiembre,Santa Cruz,Blooming,Independiente,1985,1,1
1 de octubre,Buenos Aires,Argentinos Juniors,Blooming,1985,1,0
4 de octubre,Avellaneda,Independiente,Blooming,1985,2,0
10 de octubre,Avellaneda,Independiente,Argentinos Juniors,1985,1,2
18 de septiembre,Montevideo,Peñarol,América de Cali,1985,1,1
22 de septiembre,Quito,El Nacional,América de Cali,1985,2,0
25 de septiembre,Montevideo,Peñarol,El Nacional,1985,2,0
29 de septiembre,Cali,América de Cali,Peñarol,1985,4,0
2 de octubre,Quito,El Nacional,Peñarol,1985,2,0
6 de octubre,Cali,América de Cali,El Nacional,1985,5,0
17 de octubre,Buenos Aires,Argentinos Juniors,América de Cali,1985,1,0
22 de octubre,Cali,América de Cali,Argentinos Juniors,1985,1,0
24 de octubre,Asunción,Argentinos Juniors,América de Cali,1985,1,1
9 de julio,Buenos Aires,Boca Juniors,River Plate,1986,1,1
9 de julio,Montevideo,Montevideo Wanderers,Peñarol,1986,3,1
16 de julio,Montevideo,Montevideo Wanderers,River Plate,1986,0,2
17 de julio,Montevideo,Peñarol,Boca Juniors,1986,1,2
23 de julio,Montevideo,Montevideo Wanderers,Boca Juniors,1986,2,0
24 de julio,Montevideo,Peñarol,River Plate,1986,0,2
29 de julio,Montevideo,Peñarol,Montevideo Wanderers,1986,0,1
1 de agosto,Buenos Aires,Boca Juniors,Peñarol,1986,1,1
6 de agosto,Buenos Aires,River Plate,Peñarol,1986,3,1
7 de agosto,Buenos Aires,Boca Juniors,Montevideo Wanderers,1986,3,2
14 de agosto,Buenos Aires,River Plate,Montevideo Wanderers,1986,4,2
20 de agosto,Buenos Aires,River Plate,Boca Juniors,1986,1,0
27 de abril,Lima,Universitario,UTC,1986,2,0
27 de abril,La Paz,Bolívar,Jorge Wilstermann,1986,2,0
10 de mayo,Cochabamba,Jorge Wilstermann,Universitario,1986,4,0
11 de mayo,La Paz,Bolívar,UTC,1986,2,1
13 de mayo,La Paz,Bolívar,Universitario,1986,4,0
14 de mayo,Cochabamba,Jorge Wilstermann,UTC,1986,2,0
18 de mayo,Cochabamba,Jorge Wilstermann,Bolívar,1986,1,2
18 de mayo,Cajamarca,UTC,Universitario,1986,1,3
21 de mayo,Lima,Universitario,Bolívar,1986,3,0
24 de mayo,Cajamarca,UTC,Bolívar,1986,2,2
25 de mayo,Lima,Universitario,Jorge Wilstermann,1986,1,2
28 de mayo,Cajamarca,UTC,Jorge Wilstermann,1986,3,2
20 de abril,Guayaquil,Barcelona,Deportivo Quito,1986,3,3
25 de abril,Guayaquil,Barcelona,Coritiba,1986,1,1
29 de abril,Quito,Deportivo Quito,Coritiba,1986,2,1
1 de mayo,Guayaquil,Barcelona,Bangu,1986,1,0
6 de mayo,Quito,Deportivo Quito,Bangu,1986,3,1
13 de mayo,Río de Janeiro,Bangu,Coritiba,1986,1,1
15 de julio,Río de Janeiro,Bangu,Barcelona,1986,1,2
18 de julio,Curitiba,Coritiba,Barcelona,1986,0,0
22 de julio,Río de Janeiro,Bangu,Deportivo Quito,1986,3,3
25 de julio,Curitiba,Coritiba,Deportivo Quito,1986,3,1
29 de julio,Curitiba,Coritiba,Bangu,1986,2,0
29 de julio,Quito,Deportivo Quito,Barcelona,1986,0,0
12 de marzo,Cali,América de Cali,Deportivo Cali,1986,0,0
18 de marzo,Cali,América de Cali,Cobresal,1986,0,0
21 de marzo,Cali,Deportivo Cali,Cobresal,1986,1,1
26 de marzo,El Salvador,Cobresal,Universidad Católica,1986,1,1
1 de abril,Cali,América de Cali,Universidad Católica,1986,2,1
4 de abril,Cali,Deportivo Cali,Universidad Católica,1986,3,1
9 de abril,Santiago,Universidad Católica,Cobresal,1986,0,1
10 de abril,Cali,Deportivo Cali,América de Cali,1986,0,1
15 de abril,Santiago,Universidad Católica,Deportivo Cali,1986,1,3
18 de abril,El Salvador,Cobresal,América de Cali,1986,2,2
22 de abril,El Salvador,Cobresal,Deportivo Cali,1986,1,1
25 de abril,Santiago,Universidad Católica,América de Cali,1986,1,3
6 de agosto,Asunción,Olimpia,Nacional,1986,3,1
13 de agosto,Asunción,Nacional,Olimpia,1986,1,2
4 de septiembre,Buenos Aires,Argentinos Juniors,River Plate,1986,0,0
11 de septiembre,Guayaquil,Barcelona,Argentinos Juniors,1986,1,0
16 de septiembre,Guayaquil,Barcelona,River Plate,1986,0,3
23 de septiembre,Buenos Aires,River Plate,Barcelona,1986,4,1
26 de septiembre,Buenos Aires,River Plate,Argentinos Juniors,1986,0,2
30 de septiembre,Buenos Aires,Argentinos Juniors,Barcelona,1986,1,0
11 de septiembre,Asunción,Olimpia,Bolívar,1986,3,1
16 de septiembre,Asunción,Olimpia,América de Cali,1986,1,1
20 de septiembre,La Paz,Bolívar,América de Cali,1986,2,0
24 de septiembre,Cali,América de Cali,Bolívar,1986,2,1
30 de septiembre,La Paz,Bolívar,Olimpia,1986,1,1
5 de octubre,Cali,América de Cali,Olimpia,1986,1,0
22 de octubre,Cali,América de Cali,River Plate,1986,1,2
29 de octubre,Buenos Aires,River Plate,América de Cali,1986,1,0
18 de julio,Mérida,Estudiantes de Mérida,Rosario Central,1987,0,3
19 de julio,San Cristóbal,Unión Atlético Táchira,Independiente,1987,3,2
22 de julio,San Cristóbal,Unión Atlético Táchira,Rosario Central,1987,0,0
23 de julio,Mérida,Estudiantes de Mérida,Independiente,1987,0,1
26 de julio,San Cristóbal,Unión Atlético Táchira,Estudiantes de Mérida,1987,3,2
1 de agosto,Rosario,Rosario Central,Independiente,1987,0,0
4 de agosto,Avellaneda,Independiente,Estudiantes de Mérida,1987,2,0
5 de agosto,Rosario,Rosario Central,Unión Atlético Táchira,1987,3,2
8 de agosto,Rosario,Rosario Central,Estudiantes de Mérida,1987,5,2
9 de agosto,Avellaneda,Independiente,Unión Atlético Táchira,1987,5,0
16 de agosto,Avellaneda,Independiente,Rosario Central,1987,3,1
16 de agosto,Mérida,Estudiantes de Mérida,Unión Atlético Táchira,1987,0,3
7 de mayo,Cali,América de Cali,Deportivo Cali,1987,1,0
7 de mayo,La Paz,The Strongest,Oriente Petrolero,1987,3,2
12 de mayo,La Paz,The Strongest,Deportivo Cali,1987,2,1
15 de mayo,Santa Cruz,Oriente Petrolero,Deportivo Cali,1987,0,1
19 de mayo,La Paz,The Strongest,América de Cali,1987,1,1
22 de mayo,Santa Cruz,Oriente Petrolero,América de Cali,1987,1,1
26 de mayo,Cali,Deportivo Cali,América de Cali,1987,2,1
29 de mayo,Santa Cruz,Oriente Petrolero,The Strongest,1987,2,1
2 de junio,Cali,Deportivo Cali,Oriente Petrolero,1987,5,1
5 de junio,Cali,América de Cali,Oriente Petrolero,1987,3,1
9 de junio,Cali,Deportivo Cali,The Strongest,1987,4,0
13 de junio,Cali,América de Cali,The Strongest,1987,6,0
25 de marzo,Calama,Cobreloa,Colo-Colo,1987,1,0
27 de marzo,Campinas,Guarani,São Paulo,1987,3,1
7 de abril,Campinas,Guarani,Cobreloa,1987,0,0
10 de abril,São Paulo,São Paulo,Cobreloa,1987,2,1
5 de mayo,Campinas,Guarani,Colo-Colo,1987,0,0
8 de mayo,São Paulo,São Paulo,Colo-Colo,1987,1,2
3 de junio,Santiago,Colo-Colo,Cobreloa,1987,0,0
4 de junio,São Paulo,São Paulo,Guarani,1987,2,2
9 de junio,Calama,Cobreloa,Guarani,1987,3,1
12 de junio,Santiago,Colo-Colo,Guarani,1987,2,0
16 de junio,Calama,Cobreloa,São Paulo,1987,3,1
19 de junio,Santiago,Colo-Colo,São Paulo,1987,2,2
15 de marzo,Asunción,Olimpia,Sol de América,1987,2,1
22 de marzo,Quito,El Nacional,Barcelona,1987,2,0
1 de abril,Asunción,Olimpia,El Nacional,1987,2,0
5 de abril,Asunción,Sol de América,El Nacional,1987,2,1
8 de abril,Asunción,Sol de América,Barcelona,1987,1,2
12 de abril,Asunción,Olimpia,Barcelona,1987,1,0
14 de mayo,Guayaquil,Barcelona,El Nacional,1987,2,1
14 de mayo,Asunción,Sol de América,Olimpia,1987,2,2
20 de mayo,Quito,El Nacional,Olimpia,1987,4,0
20 de mayo,Guayaquil,Barcelona,Sol de América,1987,1,0
24 de mayo,Guayaquil,Barcelona,Olimpia,1987,3,2
24 de mayo,Quito,El Nacional,Sol de América,1987,4,1
6 de mayo,Montevideo,Peñarol,Progreso,1987,3,2
6 de mayo,Lima,San Agustín,Alianza Lima,1987,0,2
12 de mayo,Lima,San Agustín,Progreso,1987,3,1
15 de mayo,Lima,Alianza Lima,Progreso,1987,0,0
20 de mayo,Lima,Alianza Lima,Peñarol,1987,0,1
22 de mayo,Lima,San Agustín,Peñarol,1987,1,1
26 de mayo,Montevideo,Progreso,Peñarol,1987,1,1
26 de mayo,Lima,Alianza Lima,San Agustín,1987,2,1
29 de mayo,Montevideo,Progreso,Alianza Lima,1987,0,0
2 de junio,Montevideo,Peñarol,Alianza Lima,1987,2,0
2 de junio,Montevideo,Progreso,San Agustín,1987,3,0
9 de junio,Montevideo,Peñarol,San Agustín,1987,2,0
1 de septiembre,Calama,Cobreloa,Barcelona,1987,3,0
4 de septiembre,Calama,Cobreloa,América de Cali,1987,2,2
9 de septiembre,Guayaquil,Barcelona,América de Cali,1987,0,2
15 de septiembre,Guayaquil,Barcelona,Cobreloa,1987,0,2
18 de septiembre,Cali,América de Cali,Cobreloa,1987,1,1
23 de septiembre,Cali,América de Cali,Barcelona,1987,4,0
26 de agosto,Buenos Aires,River Plate,Independiente,1987,0,0
3 de septiembre,Montevideo,Peñarol,Independiente,1987,3,0
16 de septiembre,Montevideo,Peñarol,River Plate,1987,0,0
23 de septiembre,Avellaneda,Independiente,River Plate,1987,2,1
30 de septiembre,Avellaneda,Independiente,Peñarol,1987,2,4
7 de octubre,Buenos Aires,River Plate,Peñarol,1987,1,0
21 de octubre,Cali,América de Cali,Peñarol,1987,2,0
28 de octubre,Montevideo,Peñarol,América de Cali,1987,2,1
31 de octubre,Santiago,Peñarol,América de Cali,1987,1,0
20 de julio,San Cristóbal,Unión Atlético Táchira,Sport Marítimo,1988,0,0
20 de julio,Santiago,Universidad Católica,Colo-Colo,1988,1,0
28 de julio,San Cristóbal,Unión Atlético Táchira,Universidad Católica,1988,0,1
31 de julio,Caracas,Sport Marítimo,Universidad Católica,1988,0,0
2 de agosto,Caracas,Sport Marítimo,Colo-Colo,1988,0,1
5 de agosto,San Cristóbal,Unión Atlético Táchira,Colo-Colo,1988,0,1
11 de agosto,Santiago,Colo-Colo,Universidad Católica,1988,2,2
11 de agosto,Caracas,Sport Marítimo,Unión Atlético Táchira,1988,1,1
16 de agosto,Santiago,Universidad Católica,Sport Marítimo,1988,2,1
19 de agosto,Santiago,Colo-Colo,Sport Marítimo,1988,1,0
23 de agosto,Santiago,Colo-Colo,Unión Atlético Táchira,1988,2,0
26 de agosto,Santiago,Universidad Católica,Unión Atlético Táchira,1988,3,1
6 de julio,Rosario,Newell's Old Boys,San Lorenzo,1988,0,0
6 de julio,Guayaquil,Barcelona,Filanbanco,1988,4,2
12 de julio,Milagro,Filanbanco,Newell's Old Boys,1988,1,1
13 de julio,Guayaquil,Barcelona,San Lorenzo,1988,2,0
16 de julio,Milagro,Filanbanco,San Lorenzo,1988,1,2
17 de julio,Guayaquil,Barcelona,Newell's Old Boys,1988,0,0
20 de julio,Milagro,Filanbanco,Barcelona,1988,1,2
21 de julio,Buenos Aires,San Lorenzo,Newell's Old Boys,1988,0,0
27 de julio,Buenos Aires,San Lorenzo,Barcelona,1988,2,1
29 de julio,Rosario,Newell's Old Boys,Filanbanco,1988,1,0
1 de agosto,Rosario,Newell's Old Boys,Barcelona,1988,3,0
2 de agosto,Buenos Aires,San Lorenzo,Filanbanco,1988,2,0
29 de junio,Montevideo,Montevideo Wanderers,Nacional,1988,0,0
30 de junio,Bogotá,Millonarios,América de Cali,1988,2,3
5 de julio,Montevideo,Montevideo Wanderers,América de Cali,1988,1,2
8 de julio,Montevideo,Nacional,América de Cali,1988,2,0
12 de julio,Montevideo,Montevideo Wanderers,Millonarios,1988,2,1
15 de julio,Montevideo,Nacional,Millonarios,1988,4,1
19 de julio,Montevideo,Nacional,Montevideo Wanderers,1988,1,0
19 de julio,Cali,América de Cali,Millonarios,1988,2,1
23 de julio,Cali,América de Cali,Montevideo Wanderers,1988,1,0
26 de julio,Bogotá,Millonarios,Montevideo Wanderers,1988,3,0
29 de julio,Bogotá,Millonarios,Nacional,1988,6,1
3 de agosto,Cali,América de Cali,Nacional,1988,0,0
5 de julio,La Paz,Bolívar,Oriente Petrolero,1988,1,2
6 de julio,Asunción,Cerro Porteño,Olimpia,1988,0,0
19 de julio,Santa Cruz,Oriente Petrolero,Olimpia,1988,1,0
22 de julio,La Paz,Bolívar,Olimpia,1988,2,0
26 de julio,Santa Cruz,Oriente Petrolero,Cerro Porteño,1988,2,2
29 de julio,La Paz,Bolívar,Cerro Porteño,1988,2,0
9 de agosto,Santa Cruz,Oriente Petrolero,Bolívar,1988,1,3
10 de agosto,Asunción,Olimpia,Cerro Porteño,1988,1,0
16 de agosto,Asunción,Cerro Porteño,Oriente Petrolero,1988,1,0
19 de agosto,Asunción,Olimpia,Oriente Petrolero,1988,1,2
19 de agosto,Asunción,Cerro Porteño,Bolívar,1988,3,2
26 de agosto,Asunción,Olimpia,Bolívar,1988,4,2
1 de julio,Lima,Universitario,Alianza Lima,1988,0,0
2 de julio,Recife,Sport Recife,Guarani,1988,0,1
8 de julio,Lima,Alianza Lima,Guarani,1988,2,1
12 de julio,Lima,Universitario,Guarani,1988,1,1
18 de julio,Lima,Universitario,Sport Recife,1988,1,0
22 de julio,Lima,Alianza Lima,Sport Recife,1988,0,1
3 de agosto,Lima,Alianza Lima,Universitario,1988,0,2
3 de agosto,Campinas,Guarani,Sport Recife,1988,4,1
16 de agosto,Recife,Sport Recife,Alianza Lima,1988,5,0
19 de agosto,Campinas,Guarani,Alianza Lima,1988,1,0
23 de agosto,Recife,Sport Recife,Universitario,1988,0,0
26 de agosto,Campinas,Guarani,Universitario,1988,1,1
7 de septiembre,Santiago,Universidad Católica,Nacional,1988,1,1
14 de septiembre,Montevideo,Nacional,Universidad Católica,1988,0,0
7 de septiembre,Cali,América de Cali,Universitario,1988,1,0
14 de septiembre,Lima,Universitario,América de Cali,1988,2,2
8 de septiembre,Santa Cruz,Oriente Petrolero,Colo-Colo,1988,2,1
14 de septiembre,Santiago,Colo-Colo,Oriente Petrolero,1988,0,0
7 de septiembre,Buenos Aires,San Lorenzo,Guarani,1988,1,1
14 de septiembre,Campinas,Guarani,San Lorenzo,1988,0,1
7 de septiembre,La Paz,Bolívar,Newell's Old Boys,1988,1,0
14 de septiembre,Rosario,Newell's Old Boys,Bolívar,1988,1,0
22 de septiembre,Rosario,Newell's Old Boys,Nacional,1988,1,1
28 de septiembre,Montevideo,Nacional,Newell's Old Boys,1988,2,1
21 de septiembre,Montevideo,Peñarol,San Lorenzo,1988,0,0
28 de septiembre,Buenos Aires,San Lorenzo,Peñarol,1988,1,0
21 de septiembre,Santa Cruz,Oriente Petrolero,América de Cali,1988,1,1
28 de septiembre,Cali,América de Cali,Oriente Petrolero,1988,2,0
5 de octubre,Montevideo,Nacional,América de Cali,1988,1,0
12 de octubre,Cali,América de Cali,Nacional,1988,1,1
5 de octubre,Rosario,Newell's Old Boys,San Lorenzo,1988,1,0
12 de octubre,Buenos Aires,San Lorenzo,Newell's Old Boys,1988,1,2
19 de octubre,Rosario,Newell's Old Boys,Nacional,1988,1,0
26 de octubre,Montevideo,Nacional,Newell's Old Boys,1988,3,0
16 de septiembre,Mérida,Estudiantes de Mérida,Universidad de Los Andes,1999,3,2
23 de septiembre,Ciudad de México,Necaxa,Monterrey,1999,2,2
29 de septiembre,Mérida,Estudiantes de Mérida,Necaxa,1999,0,0
1 de octubre,Mérida,Universidad de Los Andes,Necaxa,1999,0,0
13 de octubre,Mérida,Estudiantes de Mérida,Monterrey,1999,3,0
15 de octubre,Mérida,Universidad de Los Andes,Monterrey,1999,2,1
28 de octubre,Mérida,Universidad de Los Andes,Estudiantes de Mérida,1999,0,2
28 de octubre,Monterrey,Monterrey,Necaxa,1999,1,0
10 de noviembre,Ciudad de México,Necaxa,Estudiantes de Mérida,1999,2,0
12 de noviembre,Monterrey,Monterrey,Estudiantes de Mérida,1999,5,1
17 de noviembre,Ciudad de México,Necaxa,Universidad de Los Andes,1999,1,0
19 de noviembre,Monterrey,Monterrey,Universidad de Los Andes,1999,4,1
23 de febrero,Mérida,Estudiantes de Mérida,Monterrey,1999,2,1
24 de febrero,Montevideo,Bella Vista,Nacional,1999,0,1
2 de marzo,Monterrey,Monterrey,Bella Vista,1999,1,1
6 de marzo,Mérida,Estudiantes de Mérida,Bella Vista,1999,2,1
9 de marzo,Monterrey,Monterrey,Nacional,1999,1,2
13 de marzo,Mérida,Estudiantes de Mérida,Nacional,1999,3,1
17 de marzo,Monterrey,Monterrey,Estudiantes de Mérida,1999,4,0
18 de marzo,Montevideo,Nacional,Bella Vista,1999,1,0
23 de marzo,Maldonado,Bella Vista,Monterrey,1999,2,0
25 de marzo,Montevideo,Nacional,Monterrey,1999,2,3
30 de marzo,Maldonado,Bella Vista,Estudiantes de Mérida,1999,5,1
2 de abril,Montevideo,Nacional,Estudiantes de Mérida,1999,2,1
24 de febrero,Cali,Deportivo Cali,Once Caldas,1999,1,0
24 de febrero,Buenos Aires,Vélez Sarsfield,River Plate,1999,1,1
2 de marzo,Manizales,Once Caldas,River Plate,1999,4,1
4 de marzo,Cali,Deportivo Cali,River Plate,1999,1,0
9 de marzo,Manizales,Once Caldas,Vélez Sarsfield,1999,0,0
11 de marzo,Cali,Deportivo Cali,Vélez Sarsfield,1999,1,0
17 de marzo,Manizales,Once Caldas,Deportivo Cali,1999,3,0
17 de marzo,Buenos Aires,River Plate,Vélez Sarsfield,1999,1,1
23 de marzo,Buenos Aires,Vélez Sarsfield,Once Caldas,1999,1,0
25 de marzo,Buenos Aires,River Plate,Once Caldas,1999,3,0
6 de abril,Buenos Aires,River Plate,Deportivo Cali,1999,2,1
8 de abril,Buenos Aires,Vélez Sarsfield,Deportivo Cali,1999,3,0
24 de febrero,Asunción,Cerro Porteño,Olimpia,1999,4,3
27 de febrero,São Paulo,Palmeiras,Corinthians,1999,1,0
3 de marzo,Asunción,Cerro Porteño,Palmeiras,1999,2,5
5 de marzo,Asunción,Olimpia,Palmeiras,1999,4,2
10 de marzo,São Paulo,Corinthians,Cerro Porteño,1999,8,2
12 de marzo,São Paulo,Palmeiras,Olimpia,1999,1,1
17 de marzo,Asunción,Olimpia,Cerro Porteño,1999,2,2
17 de marzo,São Paulo,Corinthians,Palmeiras,1999,2,1
24 de marzo,Asunción,Cerro Porteño,Corinthians,1999,3,0
26 de marzo,Asunción,Olimpia,Corinthians,1999,1,2
7 de abril,São Paulo,Palmeiras,Cerro Porteño,1999,2,1
9 de abril,São Paulo,Corinthians,Olimpia,1999,4,0
24 de febrero,Lima,Universitario,Sporting Cristal,1999,2,1
25 de febrero,Santiago,Colo-Colo,Universidad Católica,1999,1,0
3 de marzo,Santiago,Universidad Católica,Sporting Cristal,1999,1,1
4 de marzo,Lima,Universitario,Colo-Colo,1999,2,0
10 de marzo,Santiago,Universidad Católica,Universitario,1999,1,0
11 de marzo,Lima,Sporting Cristal,Colo-Colo,1999,1,1
17 de marzo,Lima,Sporting Cristal,Universitario,1999,2,2
17 de marzo,Santiago,Universidad Católica,Colo-Colo,1999,3,1
24 de marzo,Santiago,Colo-Colo,Universitario,1999,1,0
25 de marzo,Lima,Sporting Cristal,Universidad Católica,1999,1,1
7 de abril,Santiago,Colo-Colo,Sporting Cristal,1999,1,1
8 de abril,Lima,Universitario,Universidad Católica,1999,1,3
21 de febrero,Quito,Liga de Quito,Emelec,1999,4,1
24 de febrero,Santa Cruz,Blooming,Jorge Wilstermann,1999,0,0
2 de marzo,Guayaquil,Emelec,Jorge Wilstermann,1999,3,2
5 de marzo,Quito,Liga de Quito,Jorge Wilstermann,1999,3,1
9 de marzo,Guayaquil,Emelec,Blooming,1999,1,0
12 de marzo,Quito,Liga de Quito,Blooming,1999,1,0
17 de marzo,Guayaquil,Emelec,Liga de Quito,1999,2,0
17 de marzo,Cochabamba,Jorge Wilstermann,Blooming,1999,1,0
23 de marzo,Cochabamba,Jorge Wilstermann,Emelec,1999,4,2
26 de marzo,Santa Cruz,Blooming,Emelec,1999,2,0
6 de abril,Cochabamba,Jorge Wilstermann,Liga de Quito,1999,1,1
9 de abril,Santa Cruz,Blooming,Liga de Quito,1999,3,1
14 de abril,Cochabamba,Jorge Wilstermann,Corinthians,1999,1,1
21 de abril,São Paulo,Corinthians,Jorge Wilstermann,1999,5,2
14 de abril,São Paulo,Palmeiras,Vasco da Gama,1999,1,1
21 de abril,Río de Janeiro,Vasco da Gama,Palmeiras,1999,2,4
14 de abril,Lima,Universitario,Vélez Sarsfield,1999,0,0
21 de abril,Buenos Aires,Vélez Sarsfield,Universitario,1999,4,0
14 de abril,Buenos Aires,River Plate,Liga de Quito,1999,1,0
21 de abril,Quito,Liga de Quito,River Plate,1999,1,0
14 de abril,Asunción,Cerro Porteño,Nacional,1999,5,0
21 de abril,Montevideo,Nacional,Cerro Porteño,1999,2,1
14 de abril,Guayaquil,Emelec,Estudiantes de Mérida,1999,1,3
21 de abril,Mérida,Estudiantes de Mérida,Emelec,1999,0,1
14 de abril,Maldonado,Bella Vista,Universidad Católica,1999,2,2
20 de abril,Santiago,Universidad Católica,Bella Vista,1999,1,3
14 de abril,Cali,Deportivo Cali,Colo-Colo,1999,2,0
21 de abril,Santiago,Colo-Colo,Deportivo Cali,1999,1,0
5 de mayo,São Paulo,Palmeiras,Corinthians,1999,2,0
12 de mayo,São Paulo,Corinthians,Palmeiras,1999,2,0
5 de mayo,Buenos Aires,River Plate,Vélez Sarsfield,1999,2,0
12 de mayo,Buenos Aires,Vélez Sarsfield,River Plate,1999,1,0
5 de mayo,Mérida,Estudiantes de Mérida,Cerro Porteño,1999,3,0
12 de mayo,Asunción,Cerro Porteño,Estudiantes de Mérida,1999,4,0
5 de mayo,Cali,Deportivo Cali,Bella Vista,1999,2,1
12 de mayo,Maldonado,Bella Vista,Deportivo Cali,1999,1,1
19 de mayo,Buenos Aires,River Plate,Palmeiras,1999,1,0
26 de mayo,São Paulo,Palmeiras,River Plate,1999,3,0
19 de mayo,Cali,Deportivo Cali,Cerro Porteño,1999,4,0
26 de mayo,Asunción,Cerro Porteño,Deportivo Cali,1999,3,2
